 Iteration,         x1,         x2,    Fitness,         r1,         r2
         0, -4.9862529, 2.42781420, 73.9965501, 68.9965501,   147.9931
         0, -4.8677204, 1.03393089, 73.5966394, 68.5966394, 147.193278
         0, 0.46846449, -4.8296925, 72.8073873, 67.8073873, 145.614774
         0, -4.5715418, -4.5013506, 71.6900345, 66.6900345, 143.380069
         0, 2.03181960,  4.7847556, 71.4504364, 66.4504364, 142.900872
         0, 3.80816909, 4.64908329, 70.9522959, 65.9522959, 141.904591
         0, 0.87911769, 4.66608640, 70.8178667, 65.8178667, 141.635733
         0,  2.1032373, -4.9416766, 70.1101383, 65.1101383, 140.220276
         0, 3.64659029,   -4.86646, 69.9520575, 64.9520575, 139.904115
         0, -2.1786252, 4.85697489, 69.5160641, 64.5160641, 139.032128
         0,  4.6891248,  3.6555558, 69.0736214, 64.0736214, 138.147242
         0, 1.03480959, -4.8366083, 68.9710290,  63.971029, 137.942058
         0,  4.6975061, -1.0273309, 68.2232221, 63.2232221, 136.446444
         0,  4.0298268,  4.5142937, 67.9229621, 62.9229621, 135.845924
         0, 3.55192179, 4.70907869, 67.7782141, 62.7782141, 135.556428
         0, 4.71037849, 1.56953409, 67.6714767, 62.6714767, 135.342953
         0, -4.9702115,   -1.97552, 66.5248270,  61.524827, 133.049654
         0, 1.54034230, -4.8637456, 66.0804954, 61.0804954,  132.16099
         0,  4.6951711, 1.54764160, 65.9398056, 60.9398056, 131.879611
         0, -3.6960077, 4.78565809, 65.7872160,  60.787216, 131.574432
         0, -1.5127383, -4.9023823, 64.8077009, 59.8077009, 129.615401
         0,  -4.936092, 2.68208470, 64.5968205, 59.5968205, 129.193641
         0,  -4.387525,  -4.609855, 64.5833685, 59.5833685, 129.166737
         0, -4.7070857, -4.2485223, 64.3170870,  59.317087, 128.634174
         0, 4.65318549, 1.29632439, 64.0324921, 59.0324921, 128.064984
         0, -4.9858646, -2.2932556, 63.6690170,  58.669017, 127.338034
         0, 4.76445650, -1.7626374, 63.5214837, 58.5214837, 127.042967
         0, 4.85810460, -2.7613688, 63.0105128, 58.0105128, 126.021025
         0,  -4.279864, -4.6740702, 62.7066038, 57.7066038, 125.413207
         0,  4.4669899, -4.2968486, 62.6106204, 57.6106204,  125.22124
         0, 4.74231010, 3.14672269, 62.5040112, 57.5040112, 125.008022
         0, 1.97881590, -4.8816092, 62.3798843, 57.3798843, 124.759768
         0, 4.14895409,  4.3745777, 61.7716843, 56.7716843, 123.543368
         0,  4.5677266, 0.45333489, 61.6725520,  56.672552, 123.345104
         0, -4.7458303,  0.3210701, 61.5761001, 56.5761001,   123.1522
         0, 3.15685569,   4.732305, 61.2588120,  56.258812, 122.517624
         0,  4.7198277, -1.6045026, 60.4198601, 55.4198601,  120.83972
         0, 2.75627189, 4.74413659, 60.0563044, 55.0563044, 120.112608
         0, 4.57327850, -0.4723211, 59.8896025, 54.8896025, 119.779205
         0, 3.29212529, -4.8713693, 59.7994646, 54.7994646, 119.598929
         0,  4.4774145, 3.96767230, 59.6532895, 54.6532895, 119.306579
         0, -3.6589527, -4.9125544, 59.2260731, 54.2260731, 118.452146
         0, 3.29848570, 4.69552769, 58.8051470,  53.805147, 117.610294
         0, 2.08518149, 4.69190400, 57.8069238, 52.8069238, 115.613847
         0, -2.2735747, -4.9473228, 57.6839635, 52.6839635, 115.367927
         0, -4.7668077, -0.8288110, 57.1268064, 52.1268064, 114.253612
         0, -2.0717333, 4.75900490, 56.8763431, 51.8763431, 113.752686
         0,   4.520771, 0.04876669, 56.7489185, 51.7489185, 113.497837
         0, -3.9055217, 4.64676199, 56.5334615, 51.5334615, 113.066923
         0, 4.54441030, -0.5091900, 56.0797854, 51.0797854,  112.15957
         0, -0.8789407, 4.58235370, 55.8502089, 50.8502089, 111.700417
         0,  4.5600775,  3.7207542, 55.6254616, 50.6254616, 111.250923
         0, -0.0863839,  4.5101253, 55.1526695, 50.1526695, 110.305339
         0, -4.8553232, 3.16461419, 55.0801736, 50.0801736, 110.160347
         0, -3.9827586,  4.5969693, 54.6703038, 49.6703038, 109.340607
         0, -4.8052172, 1.75202879, 54.3771710,  49.377171, 108.754342
         0,  4.5035302, -0.1093977, 54.3107735, 49.3107735, 108.621547
         0, 3.70185630, 4.55462620, 54.1202065, 49.1202065, 108.240413
         0,  3.3805721, -4.8179956, 54.0018758, 49.0018758, 108.003751
         0, -4.4927895, -4.4085757, 53.3713916, 48.3713916, 106.742783
         0, -4.7728756, 1.52456909, 53.2151912, 48.2151912, 106.430382
         0, 4.27562370, -4.3989019, 52.9559405, 47.9559405, 105.911881
         0,  4.5092324, -0.4252226, 52.8334873, 47.8334873, 105.666974
         0, -4.9401614, -2.6060703, 52.4297320,  47.429732, 104.859464
         0,  0.8280908,  4.5087899, 52.0958640,  47.095864, 104.191728
         0, -4.8947225, -2.1281049, 51.8012383, 46.8012383, 103.602476
         0, 2.27524889, 4.66207570, 51.6530955, 46.6530955, 103.306191
         0, -4.6660821, 0.21874689, 51.3384282, 46.3384282, 102.676856
         0, -4.6651234, -0.0640393, 50.8595474, 45.8595474, 101.719094
         0, 0.60518199, -4.6732428, 50.7286530,  45.728653, 101.457306
         0, -0.2049218, -4.6566334, 49.1401860,  44.140186, 98.2803721
         0, -1.0987153, -4.7377382, 48.8259026, 43.8259026, 97.6518052
         0, -4.7386972, 1.50663220, 48.8137611, 43.8137611, 97.6275222
         0,  4.7633072, -2.8507167, 48.6742648, 43.6742648, 97.3485297
         0, -1.4185094, 4.60020589, 48.4990441, 43.4990441, 96.9980883
         0,  4.6552384, -1.7753646, 48.4031000,    43.4031, 96.8062001
         0, -1.1827855, -4.7399654, 47.6308191, 42.6308191, 95.2616382
         0, 3.87686189, -4.6143427, 47.2078953, 42.2078953, 94.4157907
         0, -2.0660562, -4.8529322, 46.5802812, 41.5802812, 93.1605624
         0, -4.7359093,  1.6871123, 45.7537377, 40.7537377, 91.5074755
         0, -4.6229276, 0.35781570, 45.7191151, 40.7191151, 91.4382302
         0, 1.61271469, -4.7258815, 45.5236452, 40.5236452, 91.0472904
         0, -0.5606331,  4.4502165, 44.9311337, 39.9311337, 89.8622675
         0, -4.7359683, 3.45144600, 44.5461697, 39.5461697, 89.0923394
         0,  -4.731973, -1.3230673, 43.9490953, 38.9490953, 87.8981907
         0, -4.8460843, -2.1649522, 43.8457039, 38.8457039, 87.6914078
         0,  4.4926367, -1.1306167, 41.2180265, 36.2180265,  82.436053
         0,  -4.580304, 0.03436890, 40.8553253, 35.8553253, 81.7106507
         0, -4.6203744, -0.6459301, 40.6661386, 35.6661386, 81.3322772
         0, 3.18176109,  4.5691392, 40.5410904, 35.5410904, 81.0821808
         0, 0.55103180,  4.3793726, 40.4269753, 35.4269753, 80.8539507
         0, -4.1739014, -4.5592564, 40.3003511, 35.3003511, 80.6007023
         0, 4.42512149, -0.7657767, 39.6968864, 34.6968864, 79.3937729
         0, -0.3809648,  4.3795085, 39.3430779, 34.3430779, 78.6861558
         0, -3.6265106, -4.7842816, 39.0887659, 34.0887659, 78.1775319
         0, -4.8373521, -3.3326253, 38.9794981, 33.9794981, 77.9589963
         0,   4.388944, -0.5206005, 38.9650545, 33.9650545,  77.930109
         0, 2.23255690,  4.5562922, 38.9255547, 33.9255547, 77.8511094
         0, 0.89417109, 4.39196290, 38.8632153, 33.8632153, 77.7264307
         0, -3.7429442,  4.5643499, 38.4580156, 33.4580156, 76.9160312
         0, 4.51542380, -1.4375421, 38.0420607, 33.0420607, 76.0841214
         0, -3.1707247,  4.6712375, 37.3622604, 32.3622604, 74.7245209
         0, -0.5259141, -4.5764779, 36.8450909, 31.8450909, 73.6901818
         0,  -4.670786, -1.3126043, 36.1865925, 31.1865925, 72.3731851
         0, 1.64510390, -4.6532395, 35.6881927, 30.6881927, 71.3763855
         0, 0.19006339,  4.3173815, 35.5827689, 30.5827689, 71.1655379
         0,  0.7217756, 4.34196070, 35.5170766, 30.5170766, 71.0341532
         0, 0.40213420,  -4.533571, 35.1830241, 30.1830241, 70.3660482
         0,  4.3055173, 3.84645150, 34.9864630,  29.986463, 69.9729261
         0,  1.7199656,  4.4587848, 34.7325935, 29.7325935,  69.465187
         0, -4.7456389, -1.9536596, 33.4323987, 28.4323987, 66.8647975
         0,  4.5782399, -2.0656388, 33.2340959, 28.2340959, 66.4681919
         0, 2.97816399, -4.7110454, 32.7798668, 27.7798668, 65.5597336
         0,  4.6070546, -3.3981074, 32.7631359, 27.7631359, 65.5262719
         0, -1.5347237, -4.6755504, 32.4656881, 27.4656881, 64.9313763
         0, -3.9388888, 4.42359590, 32.3598501, 27.3598501, 64.7197003
         0, 4.27664320,  3.8441715, 32.2090680,  27.209068,  64.418136
         0, 3.61287989,  4.3874277, 32.0425541, 27.0425541, 64.0851083
         0, 3.25692229, -4.6765561, 32.0414517, 27.0414517, 64.0829034
         0, 4.30173150, -0.4002322, 31.6614975, 26.6614975,  63.322995
         0,  4.5765891, -2.1659228, 31.2893681, 26.2893681, 62.5787363
         0, 4.62882409, -2.9873529, 30.6597341, 25.6597341, 61.3194682
         0, 2.76346799, -4.6984387, 30.2859435, 25.2859435, 60.5718871
         0, -4.5863076, -1.0761187, 30.1956093, 25.1956093, 60.3912186
         0, 4.42573010, 1.78964640, 30.1751417, 25.1751417, 60.3502835
         0, -4.6042223, 1.62695730, 29.9891829, 24.9891829, 59.9783659
         0, -3.8639441, 4.43757410, 29.7991496, 24.7991496, 59.5982992
         0, -4.5867089, -1.1056587, 29.7298610,  24.729861, 59.4597221
         0, 1.10919029, 4.31995809, 29.3267962, 24.3267962, 58.6535924
         0, -0.3428361,   4.268027, 29.0634792, 24.0634792, 58.1269585
         0, -4.7906294, -3.0568542, 29.0381198, 24.0381198, 58.0762396
         0, 4.36903279, 1.54706019, 27.9840788, 22.9840788, 55.9681576
         0,   4.205574, 3.86641900, 27.2432076, 22.2432076, 54.4864153
         0, -0.7041570,  -4.507084, 26.9430374, 21.9430374, 53.8860748
         0, 4.31411620, -0.8901329, 26.8381864, 21.8381864, 53.6763728
         0, -4.6014261, 3.42129740, 26.6797855, 21.6797855, 53.3595711
         0, -4.7529251, -2.4321465, 26.6486122, 21.6486122, 53.2972245
         0, 0.33580680,    -4.4454, 25.9976377, 20.9976377, 51.9952755
         0, -4.7247757, -3.4509158, 25.7816097, 20.7816097, 51.5632195
         0,  4.4676279, -3.6965276, 25.4871963, 20.4871963, 50.9743926
         0, 0.52148180,  4.2075619, 24.7637453, 19.7637453, 49.5274906
         0, -0.1923768,   4.204414, 24.5578173, 19.5578173, 49.1156347
         0,  4.3120517, 1.41627489, 24.4000257, 19.4000257, 48.8000514
         0, -4.6940650, -2.0864747, 24.1776281, 19.1776281, 48.3552562
         0, -1.9352871, -4.6702537, 23.9128113, 18.9128113, 47.8256227
         0, 3.71546990,  4.2559305, 23.9116997, 18.9116997, 47.8233994
         0, -4.4333912, -0.2259424, 23.8635848, 18.8635848, 47.7271696
         0, -1.4416126,  4.3821668, 23.6429024, 18.6429024, 47.2858048
         0,  -4.521698, -1.0608064, 23.1227973, 18.1227973, 46.2455947
         0, 4.29773089, 1.43790140, 22.7515938, 17.7515938, 45.5031876
         0, -0.6519088, -4.4581713, 22.4264914, 17.4264914, 44.8529828
         0, 1.56594939,  4.3137264, 22.3555802, 17.3555802, 44.7111604
         0, -0.1608267, -4.4126864, 22.1607366, 17.1607366, 44.3214733
         0, 4.19472080, 0.74794889, 22.0762987, 17.0762987, 44.1525975
         0, -4.2871858, -4.2796921, 21.6620981, 16.6620981, 43.3241962
         0, -4.4905402, 1.33076370, 21.4942146, 16.4942146, 42.9884292
         0, -2.7356938, 4.55112850, 21.4789794, 16.4789794, 42.9579588
         0, -4.5384837, 3.48851469, 21.4211350,  16.421135, 42.8422701
         0,  4.2391094, -0.8141863, 21.1797691, 16.1797691, 42.3595382
         0, 4.15477910, -0.0405028, 21.1666499, 16.1666499, 42.3332999
         0, 0.25739900, 4.15141580, 21.1299184, 16.1299184, 42.2598369
         0, -1.7063798, -4.6102988, 20.9991272, 15.9991272, 41.9982545
         0, -4.7202011, -3.1716457, 20.3542695, 15.3542695, 40.7085391
         0,  4.4814536, -2.1756551, 20.1041966, 15.1041966, 40.2083932
         0, -4.5144288, 3.52240910, 19.8654212, 14.8654212, 39.7308424
         0,  1.9579651, 4.34104789, 19.2305936, 14.2305936, 38.4611873
         0, -4.1646736, 4.11049249, 19.0951776, 14.0951776, 38.1903552
         0, 4.50784009, -2.5058094, 18.3847322, 13.3847322, 36.7694644
         0, -3.7996220, 4.34990720, 17.7357095, 12.7357095,  35.471419
         0, -3.9869896, -4.4658197, 17.3661899, 12.3661899, 34.7323799
         0, -4.6567624, -2.2100426, 17.3323931, 12.3323931, 34.6647863
         0,  4.0067761, 3.94741600, 17.0650637, 12.0650637, 34.1301275
         0, 3.55205639, -4.4716278, 16.3053699, 11.3053699, 32.6107399
         0, -2.5584507,  4.4916439, 16.0041944, 11.0041944, 32.0083888
         0, -4.3739071, -0.5230477, 15.5566851, 10.5566851, 31.1133703
         0,  3.4315476, -4.4937853, 14.8197865, 9.81978657, 29.6395731
         0, -4.5079511,  1.9215678, 14.7228452, 9.72284525, 29.4456905
         0, 4.20984179, 1.47294600, 14.4700366, 9.47003662, 28.9400732
         0, -4.5677514, 2.83186339, 14.4062544, 9.40625447, 28.8125089
         0, 3.25713189, -4.5278321, 14.3672414, 9.36724144, 28.7344828
         0, -4.3462908, -0.3793967, 14.3433023, 9.34330239, 28.6866047
         0,  0.9676133,  4.1231019, 14.1746157,  9.1746157, 28.3492314
         0, -4.6785208,  -2.831309, 13.6715559, 8.67155591, 27.3431118
         0,  2.4076036,  4.3344308, 13.4654886,  8.4654886, 26.9309772
         0, -4.5158716, -1.5421785, 13.4509580, 8.45095809, 26.9019161
         0, 3.71240629, -4.3784963, 13.4484958, 8.44849582, 26.8969916
         0, -3.2532695, 4.46291670, 13.3769298, 8.37692989, 26.7538597
         0, 3.64798449, 4.16346309, 13.1806974, 8.18069741, 26.3613948
         0, 4.41479599, -2.1660769, 13.1085212, 8.10852129, 26.2170425
         0,  4.3435834, 2.77755430, 12.8862823, 7.88628238, 25.7725647
         0, -1.5539682, 4.29121569, 12.6714965, 7.67149654,  25.342993
         0, -4.5383659, -3.7399547, 12.5670866, 7.56708666, 25.1341733
         0,  4.2504747, -3.8781611, 12.3800906, 7.38009061, 24.7601812
         0, -1.9774152, 4.36986530, 11.9020176, 6.90201763, 23.8040352
         0, -4.5200833, -3.7706039, 11.8684236,  6.8684236, 23.7368472
         0,  1.1148919,  4.1126241, 11.6242466, 6.62424664, 23.2484932
         0, -3.8423708,  4.2614801, 11.5373181,  6.5373181, 23.0746362
         0, -4.6416594, -2.5396742, 10.9815380, 5.98153801,  21.963076
         0, -4.6553784, -2.7693241, 10.9622495, 5.96224956, 21.9244991
         0, -4.3179197, 0.85584479, 10.4052488, 5.40524881, 20.8104976
         0, -0.4387096, -4.3052148, 10.1107664, 5.11076648, 20.2215329
         0, 4.08853659, -0.7477152, 10.0211888, 5.02118888, 20.0423777
         0, -1.9613606,  4.3399403, 9.26992645, 4.26992645, 18.5398529
         0, -0.2449680, 4.00426750, 9.19382873, 4.19382873, 18.3876574
         0, 0.70494339, 4.01490590, 8.91043197, 3.91043197, 17.8208639
         0,  2.0753138, -4.4713936, 8.74953947, 3.74953947, 17.4990789
         0, -2.3062285, 4.38316810, 7.64335806, 2.64335806, 15.2867161
         0,  4.4275264,  -2.775278, 7.48966324, 2.48966324, 14.9793264
         0, 1.20258619,  4.0713162, 7.43141145, 2.43141145, 14.8628229
         0, 4.02854010, 3.70593320, 5.63456203, 0.63456203,  11.269124
         0, 3.99220229, 0.89851470, 5.59743124, 0.59743124, 11.1948624
         0, 3.93552410, 0.47206979, 5.29871066, 0.29871066, 10.5974213
         0, 4.14223180, -3.9111626, 5.13743916, 0.13743916, 10.2748783
         0, -4.2129506,  0.3094462, 5.00080098, 0.00080098, 10.0016019
         0, 3.37307519, -4.4135461, 4.99122276, -0.0087772, 9.98244553
         0,  2.5125133, -4.4747316, 4.79684511, -0.2031548, 9.59369022
         0, -4.4802444,  2.8348514, 4.76089288, -0.2391071, 9.52178576
         0, -2.3053733, -4.5576538, 4.01237740, -0.9876225, 8.02475481
         0, -4.3783586,  3.4498292, 3.67354496,  -1.326455, 7.34708993
         0, -1.7002253, -4.4526312, 3.59623697,  -1.403763, 7.19247395
         0,  0.7748206, 3.93879589, 3.39242648, -1.6075735, 6.78485296
         0, -0.8866167,  4.0196606, 3.12666725, -1.8733327,  6.2533345
         0,  4.2214595, 2.44606670, 2.92575190,  -2.074248, 5.85150381
         0, -4.1810659, 0.16512029, 2.69003486, -2.3099651, 5.38006972
         0,  2.3076393, 4.20243299, 2.51454931, -2.4854506, 5.02909863
         0,  -4.498952, -2.0146892, 2.39750952, -2.6024904, 4.79501905
         0,  2.4443909, -4.4459972, 2.27606284, -2.7239371, 4.55212569
         0, 4.37262589, -2.7548835, 1.95427730, -3.0457226, 3.90855461
         0,   4.373498,  -3.007453, 1.87135038, -3.1286496, 3.74270077
         0,  -4.411098,  2.1429887, 1.77601714, -3.2239828, 3.55203429
         0, -4.3829211, -1.4570138, 1.50239769, -3.4976023, 3.00479538
         0, -1.8387090, 4.22274220, 0.95806516, -4.0419348, 1.91613033
         0,   -4.18143, -0.3147397, 0.94850514, -4.0514948, 1.89701028
         0, -2.8331312, 4.36258499, 0.67813764, -4.3218623, 1.35627528
         0, 2.41409840, -4.4267917, 0.56656348, -4.4334365, 1.13312697
         0, 2.59566700, -4.4375606, 0.54301122, -4.4569887, 1.08602245
         0, -4.3730177, 3.33935540, 0.24489789, -4.7551021, 0.48979579
         0, 0.05821549, 0.05166309, 0.22624093,  -4.773759, 0.45248187
         0, 0.41135699, 0.24556459, -0.1776936, -5.1776936, -0.3553872
         0, -4.4317527,  2.6618888, -0.2568207, -5.2568207, -0.5136415
         0, -4.2873839, -1.1078689, -0.6644612, -5.6644612, -1.3289224
         0, 4.17331169, 2.43429540, -0.9942905, -5.9942905,  -1.988581
         0, -0.2247021, 0.33869359, -1.0288027, -6.0288027, -2.0576054
         0,  4.0326889,  3.5241735, -1.2054132, -6.2054132, -2.4108265
         0, 0.56704129, 0.36073169, -1.2337144, -6.2337144, -2.4674289
         0, -4.1845013, 0.92226689, -1.3779216, -6.3779216, -2.7558433
         0, 0.49128269, 0.49737990, -1.3785804, -6.3785804, -2.7571608
         0, 4.13052060, 2.15547090, -1.6078662, -6.6078662, -3.2157324
         0, 4.17716380, 2.83599060, -1.8272544, -6.8272544, -3.6545089
         0, -0.2207543, -0.2252733, -1.9084381, -6.9084381, -3.8168762
         0, -0.2412746,    3.81339, -2.1352121, -7.1352121, -4.2704243
         0, -0.0457137, 0.70732190, -2.2399776, -7.2399776, -4.4799553
         0, -4.5448711, -3.0078497, -2.2482200,   -7.24822,   -4.49644
         0, -0.4117907, -0.0447135, -2.4994485, -7.4994485, -4.9988971
         0, 1.52828839,  3.9940324, -2.5323584, -7.5323584, -5.0647168
         0, 2.79370519,  4.1680978, -2.6495003, -7.6495003, -5.2990006
         0,   2.079242, -4.3565517, -2.6588419, -7.6588419, -5.3176838
         0, -0.2285348, 3.79930789, -2.7865844, -7.7865844, -5.5731688
         0, -4.4269107, -1.8959558, -2.8521636, -7.8521636, -5.7043273
         0, 4.16282359, 2.83243350, -2.9955406, -7.9955406, -5.9910813
         0, -0.0947045,  0.7926658, -3.1559683, -8.1559683, -6.3119366
         0, 0.77901320, -0.1284258, -3.1760935, -8.1760935, -6.3521871
         0, 0.20996259, -0.5294764, -3.3539517, -8.3539517, -6.7079035
         0,  -2.535366,  4.2991484, -3.4118164, -8.4118164, -6.8236329
         0,  4.1466846,  2.4770335, -3.4289376, -8.4289376, -6.8578753
         0, -4.1894114, 1.13173480, -3.4581231, -8.4581231, -6.9162463
         0, -4.1883991,   1.139806, -3.6394025, -8.6394025,  -7.278805
         0, -3.9153899, -4.2883636, -3.6661996, -8.6661996, -7.3323992
         0, 0.54417850, 0.78657890, -3.7565546, -8.7565546, -7.5131093
         0, -0.4467531, 0.58050379, -3.8815108, -8.8815108, -7.7630217
         0, 3.75712610, 0.33745339, -3.9653558, -8.9653558, -7.9307117
         0,  -2.730502,  4.3100814, -3.9685131, -8.9685131, -7.9370263
         0, -0.5752867, 0.29177919, -3.9790979, -8.9790979, -7.9581959
         0, 3.68857829, -4.1868403, -4.1272743, -9.1272743, -8.2545486
         0, -0.3038835, 3.78073290, -4.2355209, -9.2355209, -8.4710419
         0,  3.8844955, -0.8116430, -4.2418687, -9.2418687, -8.4837374
         0,  3.2764194, 4.07803370, -4.6324115, -9.6324115, -9.2648231
         0, -0.6308214, -0.0011694, -4.6842970,  -9.684297,  -9.368594
         0, 0.72444749, 0.74652199, -4.6865219, -9.6865219, -9.3730438
         0, 0.10185499, 1.00812059, -4.9220196, -9.9220196, -9.8440393
         0, -0.5733540, 0.57797509, -5.1809379, -10.180937, -10.361875
         0, -0.2760112, -0.5667809, -5.2318640, -10.231864, -10.463728
         0, -0.5463642, -0.3136920, -5.2760753, -10.276075,  -10.55215
         0, -0.5492476, 0.65612470, -5.4520192, -10.452019, -10.904038
         0, -4.2389509, 3.54778250, -5.5211958, -10.521195, -11.042391
         0, -0.5139222, -4.1164166, -5.6484143, -10.648414, -11.296828
         0, 0.94721750, 0.59069139, -5.6609526, -10.660952, -11.321905
         0, 0.19179630, 3.71440220, -5.7267618, -10.726761, -11.453523
         0, 2.70282680, -4.3742998, -5.9488368, -10.948836, -11.897673
         0, -0.7393122, -0.0272233, -6.1455502,  -11.14555,   -12.2911
         0, -4.0991985, -0.4689836, -6.4056569, -11.405656, -12.811313
         0, 0.20598319, 1.14454379, -6.5840355, -11.584035, -13.168071
         0, 0.78364459, -0.5700574, -6.7371863, -11.737186, -13.474372
         0, 0.30118359, 1.15253479, -6.8317357, -11.831735, -13.663471
         0, -0.6279166, 3.79020539, -6.9099870, -11.909987, -13.819974
